,content,sentiment
991,headed today mother day gift love new scent finished book bought yesterday,0
992,sitting watching baby life amazing,0
993,wishing happy mother day carina,0
994,belting normal fabulous evening choice,0
995,looking turn brain mush doesnt hurt good free know,2
996,time,2
997,saw hamlet update excellent news good live,0
998,yeah thinking,0
999,oh sorry pet,1
1000,going,2
1001,bat fly,2
1002,totally long find worth man,1
1003,oh busy long known,3
1004,message message want sound funny,0
1005,looking forward going work day long,1
1006,hot tonight ugh gross,1
1007,feeling madly sorry seck feel better going fashion,2
1008,dog doggy park,1
1009,final video today,1
1010,tonight party w girl minus vita,0
1011,day able comment waiting new ted,2
1012,thank,0
1013,leave weekend new notification whew,0
1014,thank know happy sad time know youve got right,1
1015,looking forward reality tomorrow,1
1016,welcome,0
1017,thats start like,0
1018,sad day,1
1019,wonderful vacation perfect weather rainy burgh reality,1
1020,spoke tear,2
1021,surprising bear,0
1022,fixed right,1
1023,sweet saw year year seen b love,0
1024,oh fair thats hour,1
1025,little moment,1
1026,oh kasa lose hair,1
1027,leadership happy enjoy best friend,0
1028,,2
1029,movie annual academy award cool movie,2
1030,good topic,2
1031,reckon live week good selection flavor,0
1032,want couple people said wasnt good,1
1033,finger,0
1034,pretty going home hour fixing leave going month,1
1035,thanks trying,2
1036,oh thanks entry ordered day ago feel dumb,0
1037,come thing going like bali,2
1038,,1
1039,hi party looking forward exciting bank holiday cant,0
1040,school day,2
1041,need plan come yest year love,0
1042,final thought day deodorant lung bleed constantly certain female paranoid bo,0
1043,jealous going,1
1044,yes,0
1045,dislike,1
1046,didnt know thats awesome,0
1047,thing didnt like n,1
1048,awesome,0
1049,idea,0
1050,awesome,0
1051,usual family party today happy birthday lily,0
1052,hate friend hear want,3
1053,song sold,1
1054,cant wait welcome,0
1055,welcome added,0
1056,ill post,2
1057,feeling good,1
1058,wend th nice meat,1
1059,seven,2
1060,fantastic idea man ill end lonely tourist home,0
1061,fun early night pool tomorrow,0
1062,fan year inspiration truly idol best wish,0
1063,retiring tonight bummed awesome ha dear,1
1064,yeah saw look like hard work know whats handsome,0
1065,getting ready dessert reception colleague grad school,0
1066,mind guess paying price fun yesterday,0
1067,phone like different subject result feeling beaten pulp left dead,1
1068,hour wait tire,0
1069,dont think time weekend,0
1070,aint got money buy u,1
1071,rip attack attack inside genre wow ill,0
1072,jealousy u different person hate way suck guess,3
1073,u got real excited cause thought twitter,1
1074,smart thanks schooling thought,0
1075,feel like,1
1076,ur guess c u,2
1077,poor tank friend guild promising main barely,1
1078,event writing song finished v song excited record,0
1079,rush,1
1080,dont miss red sold yr ago,1
1081,picture tell u surrounded adorable child,0
1082,figured day id better start brushing far learnt,2
1083,skill giraffe quot great visual aid fabulous language use example,0
1084,adorable pit mix pup today looking adopt pic,0
1085,half bulky geared super slim light performance unreal,0
1086,bring milk cooky,0
1087,thank tiff,2
1088,early happy day birth case dont tired therapy today n taking medicine love ya,1
1089,brandy whisker,0
1090,wee girl cry mum came shame,1
1091,baby kennel,0
1092,thats gross sorry totally forgot,0
1093,lost theyre,1
1094,supper little angel,0
1095,thank hope saw posted st wonky color thing happening,1
1096,work,1
1097,great house dont leave city tomorrow got clean house,0
1098,heading work,2
1099,love x,0
1100,friend logic admit like dont mac,1
1101,till,0
1102,cool night berry eat pizza,0
1103,sick hate soup,1
1104,guy use camera angle look like people building,1
1105,need image icon default,2
1106,pebble thrown window attention,0
1107,waiting bus cripple creek pick town quiet tonite,1
1108,going basketball oh,0
1109,home jam session,0
1110,think today shall listen starting,0
1111,stomach ache totally suck,1
1112,wonder n church certain sung like know u quickly feel bad sing,1
1113,joke puppy look exactly like cute,0
1114,brat bed noodle,0
1115,poor jack dog time hope better soon,1
1116,lifetime movie lame thats q,1
1117,working home today got flu swine,1
1118,st mary come,0
1119,maybe lay patron bottle water,0
1120,happy mother day,2
1121,true thats kind style,0
1122,want crepe,2
1123,fully gave pride prejudice love movie hate book,3
1124,headed friend new baby gave trip lake cause dance class good,0
1125,cassie haircut yesterday beat music award,0
1126,bird update clean slight remains tip,2
1127,depressed feline trip vet doesnt cover,1
1128,center,2
1129,oh obviously stupid sleep schedule luckily church tomorrow,1
1130,envy spent life place deep root grass syndrome,1
1131,wish w,0
1132,right glorious day sat active good day,2
1133,moving office going miss,1
1134,th,2
1135,feel like person world,1
1136,rude going cabin drinking finally learned properly twit,0
1137,tired today think nap friend come miss wish restriction,2
1138,prove good dance dance dance dance radio,0
1139,burnt arm thought know,1
1140,thing hate friend forget,2
1141,looking dont know follow anyways good guy,2
1142,felt need comment clay know dont care lost follower today,1
1143,star trek way better,0
1144,exciting ill tonight,0
1145,came home getting ratty shop staff blister foot,3
1146,white dice coming studio eve radio city,2
1147,happy day,0
1148,hanging house thank god later working global project,0
1149,time long day tomorrow saying car good,1
1150,said theyre making red v blue animated series adult swim g hope coz dont g,0
1151,didnt clear,0
1152,theyre,1
1153,watching supernatural exciting,0
1154,sent apple review later week,0
1155,new follower hi wont rape lie,0
1156,lived way pop dont cant,0
1157,coffee time later kiss,0
1158,saw kim today ate good sandwich bay city lot new song,0
1159,leg soft watching short day,0
1160,map working,2
1161,yea running hour let test,0
1162,yeah time boa time w prob wonder hognose need bigger food,1
1163,mother god bless da good fight yr child,0
1164,fire flame,2
1165,think date,2
1166,night,0
1167,sorted operating system drive,2
1168,yep suck thought said,1
1169,said til later enjoy day,0
1170,wow saw tweet fiasco thats fun,1
1171,bicycle suck cant ride,1
1172,think web site hate brewing supply package hostage work slow delivery,3
1173,register able buy year mayhem wake early girl,0
1174,,1
1175,night,2
1176,,2
1177,feeling pretty today,1
1178,today busy work library class tanning bit sleep atlantic city airport myrtle beach,1
1179,glad blast,0
1180,cried like baby cat year ago tear happiness watch,1
1181,yea supposed sound mean,0
1182,u got right u know getting chill n rain,1
1183,,2
1184,pic took night launch word got solo album,0
1185,chatting mercy,0
1186,mother son spending driving crazy em,0
1187,listening lamb god,0
1188,twitter cause amazing come canada perform,0
1189,aw nick got heart broken poor baby love,0
1190,dog cause morning leave,1
1191,met live clubbing place dont,0
1192,wave,0
1193,,1
1194,know cant weekend,2
1195,u didnt hit,0
1196,dont think date,1
1197,good hear peep working tonight,1
1198,want monte sandwich bad,2
1199,stop,2
1200,prob dont like sleeping late tried,2
1201,think rain begin shortly,1
1202,,0
1203,going play rock band til time watch,0
1204,fake sitting coke watching ink heart,0
1205,man hookup bad far away,1
1206,heat hard revise,2
1207,oh yes feast left,1
1208,night peep hope great day untill tomorrow,0
1209,concert week alternative date known tumor,1
1210,didnt care thought boring,2
1211,track albeit year buddy moving fast track,0
1212,waled past quad want outside fun,1
1213,came home early school catch lack sleep thanks,0
1214,k running race alive,0
1215,ordered henna ill redhead week,0
1216,oh snap broke windshield wiper blade,1
1217,going work,2
1218,pretty fun way write resignation,0
1219,e amar,0
1220,sadly voice food academic pep rally need voice,1
1221,wrote leadership essay founder expansion didnt went tried break lot money burned,1
1222,browser,1
1223,dont want screw,1
1224,cant believe reason,1
1225,sad pay,1
1226,great day,0
1227,enjoy,0
1228,tweet thought seeing cant glad,2
1229,caught research project label search easier,0
1230,thanks carry craziness,0
1231,hate black outfit,3
1232,believe thing meant happen,0
1233,getting work day hope wonderful mother day tomorrow hope enjoy ur cheesecake,1
1234,tooth kind crown,1
1235,comment actually watched week,2
1236,happy mother day girlie lucky great mommy,0
1237,sweetie refuse offend expect nay count,2
1238,interested time maybe cant maybe,0
1239,moving sad,0
1240,lying bed girl world happy mommy day,0
1241,wait till life fair,1
1242,love nice weather exam,0
1243,run parallel use fusion great especially,0
1244,maybe greet good,0
1245,journey,2
1246,ugh bad,1
1247,seriously hung,2
1248,,2
1249,need pack thinking glass wine order celebrate weekend work morrow tho,0
1250,oral left learn oh dont write,0
1251,cry little mean mechanical army proper representation,1
1252,finished flower bed weed grow legitimate plant hate,1
1253,tell think,0
1254,little miss ugly,2
1255,open thing,2
1256,train want wild ride,0
1257,real mushroom neighbor,1
1258,way girl,1
1259,fun day want new phone,0
1260,dude totally sell musician profit,2
1261,spring wait start time boo sad time,1
1262,score,1
1263,guy absolutely amazing tonight thanks dance party,0
1264,suck dont drawing tablet,0
1265,,2
1266,sitting home wishing didnt work today ask work,1
1267,amazing x,0
1268,campfire,1
1269,happy mother day wonderful,0
1270,today free day speaking office handling business issue,2
1271,happy mother day,0
1272,,1
1273,soup best,0
1274,fantastic opening flower drummer cast crew,0
1275,look little like id ecstatic meet,0
1276,morning bit sneezy today,1
1277,want come talk gossip horrible thing today,0
1278,web,1
1279,thanks babe,0
1280,brent cross wow live close,0
1281,come throwing stuff ice thought supposed polite stuff,0
1282,watching ocean appropriate,2
1283,thought winter turn winter,0
1284,yo think night good ya,0
1285,thought sign bit weird turn quinto hand glued hot,1
1286,hey lovely hope good day thanks night teaching,0
1287,happy mother day sweet mum,0
1288,happy mother day beautiful,0
1289,class freshman year,0
1290,glad,2
1291,turn keyboard upside,0
1292,rolled manly talented ace maul way jake looking great cant wait fight,0
1293,going help cook,0
1294,reply,1
1295,dont time,2
1296,new kirk thats new kirk,2
1297,dont think text,0
1298,sixteen day miss fun mon awesome today,0
1299,watching earn money,2
1300,said wear tie rally,0
1301,hey boy teeth damn twitter dont change picture,2
1302,cousin jail shoplifting drug upset help feel better,1
1303,working summer,2
1304,damn people contain gluten cant cannibal,2
1305,seeing people today realize miss miss grandpa gone year oh,1
1306,stupid hurt,1
1307,loving new monitor,0
1308,got buddy want join party load prepare wow great cup tea think,0
